competitor,country,timestamp,text_content,media_count,media_urls,cta_button,link_url,performance_score,engagement_metrics,ad_details
IM8,GLOBAL,2025-07-17T03:00:11.796975,"IM8 Health
Sponsored
At the top of the world, only the best will do. 🌍🎾

World No. 1 tennis champion Aryna Sabalenka fuels her body with IM8 Daily Ultimate Essentials—because peak performance demands more than talent. With 92 clinically dosed ingredients and NSF Certified purity, IM8 delivers elite recovery, energy, and focus in one powerful scoop.

Built by science. Trusted by champions.

🔥 Experience the difference at im8health.com

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.
0:00 / 1:18",2,https://scontent.fkul8-4.fna.fbcdn.net/v/t39.35426-6/516846507_2483914088641881_7455474210340844866_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=PugNJSEW6YAQ7kNvwEFmk5r&_nc_oc=AdnQja8p55mi-NWm5hnCoFDVshUfz0cqKOI7Oue2KRfQ04W14qyeDegnVURWu6XBoRGQxs0gUqRv_YofKhb1UPJC&_nc_zt=14&_nc_ht=scontent.fkul8-4.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfSAp1Qj0_8x2gz5IQnaCv2tzORc7xkxWOqovQSBAieEZQ&oe=687DC345|https://video.fkul8-1.fna.fbcdn.net/v/t42.1790-2/514806690_713942457918011_6146059880612965935_n.?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=SoAC_J1OIM4Q7kNvwFjBgzF&_nc_oc=AdlkdLbQWS2GiMoEcxc2CFoBMwCDEQ3wvy5QgUzc0ERateFCO5Hlw1Y2aE0y7GiuNWBx8IlyebRv5EIJ9fbsFqE8&_nc_zt=28&_nc_ht=video.fkul8-1.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfRaPLuFvba_lPeJCoBek9fLcnBn88pr0pmF4MHuYCO0MA&oe=687DE25B,,,131.6,{},{}
IM8,GLOBAL,2025-07-17T03:00:11.833364,"IM8 Health
Sponsored
At the top of the world, only the best will do. 🌍🎾

World No. 1 tennis champion Aryna Sabalenka fuels her body with IM8 Daily Ultimate Essentials—because peak performance demands more than talent. With 92 clinically dosed ingredients and NSF Certified purity, IM8 delivers elite recovery, energy, and focus in one powerful scoop.

Built by science. Trusted by champions.

🔥 Experience the difference at im8health.com

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.
0:00 / 1:01",2,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.35426-6/516470194_659287333942163_1833334026158630922_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=_MFziCAo79kQ7kNvwEYNVEC&_nc_oc=AdndxkPmXwmGMmU7Kw2gQkuynF9YUtIlzSjt4ft6kCiU1ujB7fiG3YfL_LgWd1-Eoqy2ho2aVt-j_mq9bGy6AzLO&_nc_zt=14&_nc_ht=scontent.fkul8-3.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfQt3uTVKIxDLbHvvk1-u3D-OB9RnfpmXEbFfzIjHnmrng&oe=687DC16F|https://video.fkul8-1.fna.fbcdn.net/v/t42.1790-2/518240330_3688474677953120_281970059752629517_n.?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=J6mjiA3OHjYQ7kNvwFTckOT&_nc_oc=AdkbmlLZDYceDl1pJ9ByfXGUnLYdUIgsu8sEDr5AuJN0mpoU_OTiby7PXmQ6_jEdyCOBOumnE67xDaamI8naTNOV&_nc_zt=28&_nc_ht=video.fkul8-1.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfTMXquJxecLF6jdat2u-1HX6VuPzKyk89ZJj9C_xGLTjg&oe=687DAFF3,,,131.6,{},{}
IM8,GLOBAL,2025-07-17T03:00:11.869516,"IM8 Health
Sponsored
At the top of the world, only the best will do. 🌍🎾

World No. 1 tennis champion Aryna Sabalenka fuels her body with IM8 Daily Ultimate Essentials—because peak performance demands more than talent. With 92 clinically dosed ingredients and NSF Certified purity, IM8 delivers elite recovery, energy, and focus in one powerful scoop.

Built by science. Trusted by champions.

🔥 Experience the difference at im8health.com

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.
0:00 / 1:09",2,https://scontent.fkul8-4.fna.fbcdn.net/v/t39.35426-6/516309568_1309632347188087_2273256253683388684_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=3G2kzDvOiLIQ7kNvwEOnh4D&_nc_oc=Adn31jlzh-_V2Owt48N0AuKqLsBbAjt31ywFXiu_J3wwjjIoD9bgXg9lSDhIu-4a9ojPWjQzQweg5G4n_K92yDKX&_nc_zt=14&_nc_ht=scontent.fkul8-4.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfRN7FmkLzzq96xiuCHqHEPisvtT1IDJsRR-JEfurDa-5w&oe=687DB2FB|https://video.fkul8-4.fna.fbcdn.net/v/t42.1790-2/517545589_1412437876667673_703391877078066796_n.?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=zya5dJDBAlAQ7kNvwEmR8m0&_nc_oc=AdnUglc2Hw0uUb-GW0ShFgXHJCXB9Pd3z-CKEenDI74rLAJ2rNnzHObv132l8Fi0XOuEnMthP8itY7CL6RCQsb5T&_nc_zt=28&_nc_ht=video.fkul8-4.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfRu0rqvuj-_hVnGmO8kdeZD0pBX_k79O2KWPzsw5phpFA&oe=687DC933,,,131.6,{},{}
IM8,GLOBAL,2025-07-17T03:00:11.908340,"IM8 Health
Sponsored
At the top of the world, only the best will do. 🌍🎾

World No. 1 tennis champion Aryna Sabalenka fuels her body with IM8 Daily Ultimate Essentials—because peak performance demands more than talent. With 92 clinically dosed ingredients and NSF Certified purity, IM8 delivers elite recovery, energy, and focus in one powerful scoop.

Built by science. Trusted by champions.

🔥 Experience the difference at im8health.com

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.
0:00 / 1:12",2,https://scontent.fkul8-1.fna.fbcdn.net/v/t39.35426-6/517330958_4164484853783713_6786705788450309514_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=B4akVILoIU0Q7kNvwH4U_1Y&_nc_oc=AdniE6qcvGEaU_bJcDPl-ItheLul8F_8s00IkEtOvbbtHFlism0gWQE2IXAgDu4ygavjafBE_m7QipW2Rj_uU-vj&_nc_zt=14&_nc_ht=scontent.fkul8-1.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfQzyNAFffZc5IGJxpoRT1u5XiUJoXk83PJIaW_khDza7Q&oe=687DB409|https://video.fkul8-5.fna.fbcdn.net/v/t42.1790-2/516794593_3966415870289129_2543438990613059609_n.?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=65TlzcgxzkcQ7kNvwF4Rrzq&_nc_oc=Adm2GcjUHIjstODmtE-6FdYabmXiUDFUh0LNqGG6oM5yfcteo2bNJLoj8DS1mtfvTBP3v35LJDj4CcYbZdAHZHVZ&_nc_zt=28&_nc_ht=video.fkul8-5.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfTSscu39vGYB3RYP8SqC13-BeK8FkI_42wMDrEXm-C8mA&oe=687DB644,,,131.6,{},{}
IM8,GLOBAL,2025-07-17T03:00:11.951120,"IM8 Health
Sponsored
At the top of the world, only the best will do. 🌍🎾

World No. 1 tennis champion Aryna Sabalenka fuels her body with IM8 Daily Ultimate Essentials—because peak performance demands more than talent. With 92 clinically dosed ingredients and NSF Certified purity, IM8 delivers elite recovery, energy, and focus in one powerful scoop.

Built by science. Trusted by champions.

🔥 Experience the difference at im8health.com

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.
0:00 / 1:20",2,https://scontent.fkul8-5.fna.fbcdn.net/v/t39.35426-6/516871104_722338573730867_1922782906474001998_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=eJV91O9i8oUQ7kNvwGTpuWE&_nc_oc=Admd1j087oLPDyYeFwaCJKO2Co-LlWst0_nkeUaWLO66BZsRY9ILZIm5CXMoAKj_t4z6yAWZUL1bXJiMdjXoTpAO&_nc_zt=14&_nc_ht=scontent.fkul8-5.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfQwIp-0Pd7Y4JOY18bzWxLQCq3luRMEqK9y2SLsaLN1eA&oe=687DB856|https://video.fkul8-1.fna.fbcdn.net/v/t42.1790-2/517306549_1088140749920418_4258060223451632621_n.?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=ONXzhkxtjPYQ7kNvwFowpLb&_nc_oc=AdnW0K0wNrBQnpPeHz1G7rV06PAflassqr74YW3pqdzKg50d4wAuEdqSs623U8BfCunkfxyAMtVLgmf3j7cP3X9x&_nc_zt=28&_nc_ht=video.fkul8-1.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfQEIDkYAZ4iqWrypsxUKGaN_vMiMOBRASkcEv6dG8eazA&oe=687DB8FC,,,131.6,{},{}
IM8,GLOBAL,2025-07-17T03:00:11.992657,"IM8 Health
Sponsored
At the top of the world, only the best will do. 🌍🎾

World No. 1 tennis champion Aryna Sabalenka fuels her body with IM8 Daily Ultimate Essentials—because peak performance demands more than talent. With 92 clinically dosed ingredients and NSF Certified purity, IM8 delivers elite recovery, energy, and focus in one powerful scoop.

Built by science. Trusted by champions.

🔥 Experience the difference at im8health.com

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.
0:00 / 1:34",2,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.35426-6/517460311_1149785186985407_5868070626227596998_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Djf9K3GlrigQ7kNvwHYX4A_&_nc_oc=Adn09_TvijEaeBNqLnhxe3tqZsDtPRZVZcvwUERpM0SI1bZBFKv5L6m5BsdYwlw_S70edYV19-gXqxX_ACQ0KXDd&_nc_zt=14&_nc_ht=scontent.fkul8-3.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfQ3BBLCYv9uOHt0HevBmXCFCg_0rshuDJ5LPJsPdtRZ3w&oe=687DBD7E|https://video.fkul8-1.fna.fbcdn.net/v/t42.1790-2/516499090_1206307204515781_4275611234697807650_n.?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=u0tyVigPsQoQ7kNvwHZax_d&_nc_oc=Adno6iOOCUe85OX9xxYMWh6ABrvtRfjE1z9od7rYOpJIQ-6XOb8wiZocCaSq6uax4BGh08zDjc0Xvw_Dd4vuyZBS&_nc_zt=28&_nc_ht=video.fkul8-1.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfRMBNg8oL8jMQdFrE1Htg6ejXhpUK539wu0ENIHVqBiVg&oe=687DAF4A,,,131.6,{},{}
IM8,GLOBAL,2025-07-17T03:00:12.031296,"IM8 Health
Sponsored
At the top of the world, only the best will do. 🌍🎾

World No. 1 tennis champion Aryna Sabalenka fuels her body with IM8 Daily Ultimate Essentials—because peak performance demands more than talent. With 92 clinically dosed ingredients and NSF Certified purity, IM8 delivers elite recovery, energy, and focus in one powerful scoop.

Built by science. Trusted by champions.

🔥 Experience the difference at im8health.com

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.
0:00 / 2:16",2,https://scontent.fkul8-3.fna.fbcdn.net/v/t39.35426-6/516733543_728154786847591_3919931410232554810_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=qqboIXi-ht0Q7kNvwH-UQzi&_nc_oc=AdnoJctjI0JENbRJ8t6I4qlog09Y_K-U9sOEiIPJ-yLZ7wNH6XjB3V-QEx7wUqvtldmvw_CALt7HRtXec0xUDb1J&_nc_zt=14&_nc_ht=scontent.fkul8-3.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfTR5Hc-2t_lO3v3lMLWSVS-0sAPS1nUDadpyFpRy-z_iQ&oe=687DE52C|https://video.fkul8-2.fna.fbcdn.net/v/t42.1790-2/514956619_1052512353262846_6133603716520395888_n.?_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=RlTRPQ3n3toQ7kNvwF2iFl0&_nc_oc=AdmyNcsLCNTRUYwwVkxP5Aaw6dpHy2iht8D90kRELYpJzHYUx-AQYqWUni5G2T-wCN_tEJGROaehwSfECPJjSj2-&_nc_zt=28&_nc_ht=video.fkul8-2.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfRMx-rJraUY34uNU1K4RMmeLwU0Ai9NbwVPcAxLNZqtEA&oe=687DCAF4,,,131.6,{},{}
IM8,GLOBAL,2025-07-17T03:00:12.073406,"IM8 Health
Sponsored
At the top of the world, only the best will do. 🌍🎾

World No. 1 tennis champion Aryna Sabalenka fuels her body with IM8 Daily Ultimate Essentials—because peak performance demands more than talent. With 92 clinically dosed ingredients and NSF Certified purity, IM8 delivers elite recovery, energy, and focus in one powerful scoop.

Built by science. Trusted by champions.

🔥 Experience the difference at im8health.com

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.
0:00 / 2:16",2,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.35426-6/517379149_718620314280061_3301383330963147353_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Kkh8bPfk8sMQ7kNvwGlufvA&_nc_oc=AdmDm_wyRG2-cwWpmwZu8xHHwSEXGyJS2Sz3D_gVNz-pglhYV4UX1BEE3hnbie0iQ0JIMnBblSOy6ye0d5FPPCxA&_nc_zt=14&_nc_ht=scontent.fkul8-2.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfTxaWmIfWp0A6cLx4ubxLP9tdkXjY0gS1uOqBU3E89kZQ&oe=687DC840|https://video.fkul8-3.fna.fbcdn.net/v/t42.1790-2/515252378_1234687121488025_7960206529540820226_n.?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=OSZVqFtvJoMQ7kNvwE09kE2&_nc_oc=Adnsfg7VAiF_TXApiLYxoCWB6epCw6wcf6KyidQ1fTKAujQc_INq0ZNJixMSi2NcbYW6jTVUp5dMFsJNuvpyKL45&_nc_zt=28&_nc_ht=video.fkul8-3.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfT1scf4E30BtMJDTJnrKbmLzUOExjguCdczUf3dEvmouQ&oe=687DD43C,,,131.6,{},{}
IM8,GLOBAL,2025-07-17T03:00:12.123317,"IM8 Health
Sponsored
At the top of the world, only the best will do. 🌍🎾

World No. 1 tennis champion Aryna Sabalenka fuels her body with IM8 Daily Ultimate Essentials—because peak performance demands more than talent. With 92 clinically dosed ingredients and NSF Certified purity, IM8 delivers elite recovery, energy, and focus in one powerful scoop.

Built by science. Trusted by champions.

🔥 Experience the difference at im8health.com

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.
0:00 / 2:07",2,https://scontent.fkul8-5.fna.fbcdn.net/v/t39.35426-6/516940698_2453011241765119_4121611566943140285_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=OajnB8Ri97YQ7kNvwGbpSwI&_nc_oc=Adn3AChZOghPD0QOaR6xfeCG98COCDgGmOLuE0t3zCMpeDp8fBJtZfx3gAlZZMgXV6L9nsgbhPwiSh1FSEBvh1xC&_nc_zt=14&_nc_ht=scontent.fkul8-5.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfR2_gd_JbqBKvYpS5lhsLw9b_hpzyej_KrGp4NhGzWjqA&oe=687DDAE6|https://video.fkul8-3.fna.fbcdn.net/v/t42.1790-2/515660887_753828517094510_8477916635723853846_n.?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=jMYLF-c-ZrYQ7kNvwE4c3cL&_nc_oc=Adkc-vf9rTfBd94_wyC-5HYyc1sufAv1B_mtOX_5Jhj6rmj5UN7Neg75iXHQFUUlmYxYtNvCrVLUVW53az3mViCN&_nc_zt=28&_nc_ht=video.fkul8-3.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfRzfhsGRsePCbbA6MR4TajJDnUmqRzBYfu3lfVQxYcbvw&oe=687DB91D,,,131.6,{},{}
IM8,GLOBAL,2025-07-17T03:00:12.172868,"IM8 Health
Sponsored
At the top of the world, only the best will do. 🌍🎾

World No. 1 tennis champion Aryna Sabalenka fuels her body with IM8 Daily Ultimate Essentials—because peak performance demands more than talent. With 92 clinically dosed ingredients and NSF Certified purity, IM8 delivers elite recovery, energy, and focus in one powerful scoop.

Built by science. Trusted by champions.

🔥 Experience the difference at im8health.com

*These statements have not been evaluated by the Food and Drug Administration. This product is not intended to diagnose, treat, cure, or prevent any disease.
0:00 / 1:06",2,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.35426-6/517503090_749942730891148_7225120290360009118_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=7Vr5wcegEuoQ7kNvwFIKyRc&_nc_oc=Adn2as9V6YDuTzk1zOLSz9oALhAusX0eKylyogw_r-eLU08o7QXb0FuwXyi3Wee1_dRl1EXmx_fUc8aZBfgBSRGx&_nc_zt=14&_nc_ht=scontent.fkul8-2.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfQAPMR2io1TDEq-n5ZKhCqmBfI8dCmdyfzvIHGqNFQr4A&oe=687DBDEF|https://video.fkul8-3.fna.fbcdn.net/v/t42.1790-2/516099318_1270916117902679_4820645642293246740_n.?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Ig-LC_H_V2QQ7kNvwFU3WJ4&_nc_oc=AdmMFwIzs2OYzi0jIF988KhKtb4dxYQ66fRTtX8mbcW4s04CAnfuvEVQBoFZD5mzZzgg_gWpDDGd-45cmmexALfz&_nc_zt=28&_nc_ht=video.fkul8-3.fna&_nc_gid=GLnO6PtztgErxOGhDMLu8w&oh=00_AfSoRNoKb6r7Wyh8V6jDKwb_Rt1YC9tLECGg46ctcz0tbA&oe=687DDFB4,,,131.6,{},{}
Loop,GLOBAL,2025-07-17T03:00:21.784985,"LOOP Mission
Sponsored
Heat’s heavy. Refreshment’s ready. That’s LOOP. 😎

18 ultra-refreshing drinks to hydrate, energize, and totally hit the spot.

✅ Spark joy (and hydration) on hot days
✅ Sip smarter, not just sweeter
✅ Instant refreshment, after the first sip
✅ From brunch to happy hour, it's your new sidekick
✅ And yep, every bottle fights food waste

All that for only $69,99.
New Summer Pack
Shop Now",2,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.35426-6/504512634_1312176957155937_6708947458826946547_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Dm2Q76pS-1oQ7kNvwGdXcy8&_nc_oc=AdniEnQGiEFKUo26qAXpyBX_llxonpAJ_FlKaOO98howAfz7U5a4UIq31s126lu6F40ViINwFpgwc4wBICJK1T-U&_nc_zt=14&_nc_ht=scontent.fkul8-2.fna&_nc_gid=046ZBXVYRLZzN-v7JGmjxA&oh=00_AfRgYDjVX7FzmBtxU9pkY4vGWWB0uF_y2MkIHXjyI5hl7w&oe=687DADA6|https://scontent.fkul8-5.fna.fbcdn.net/v/t39.35426-6/504905778_687273734273380_6230357635186550754_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=jIxBmZqtn7MQ7kNvwHGcfuV&_nc_oc=AdkXsEUkid3K4ejqpW3fpETifz9K_H6UsIA0nSj9iLLyaO5XspPhrOKgXw_u6b1TRVdYaD5pYqUnFbVKPM6A0f7G&_nc_zt=14&_nc_ht=scontent.fkul8-5.fna&_nc_gid=046ZBXVYRLZzN-v7JGmjxA&oh=00_AfRlklEPshe2ZVOKiZi7kNvnD8UcG23bBXwKONVA7Uj7Vw&oe=687DCB04,,,92.0,{},{}
Loop,GLOBAL,2025-07-17T03:00:21.722070,"LOOP Mission
Sponsored
NEW! SUMMER PACK 😲
Thirsty for better this summer? We've got you. The LOOP Summer Pack is filled with 18 ultra refreshing drinks to quick start the hot season.

With delicious sparkling iced teas, probiotic sodas, and cold-pressed lemonades, consider this pack your heatwave hero.

Only $69.99 🔥
SUMMER PACK ONLY $69,99 💦
Find your summer faves to keep you cool all season long
Shop Now",2,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.35426-6/504051318_1480575679605081_1871711887747003800_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=a14janjEFgUQ7kNvwHAXUiP&_nc_oc=AdkHo1T6DCrSdKAxOFlBAi4XDiur26BvKpI6L8eFQabRUGci_krL1B82dXXYQOmVygrlbgYlEp4ALFHOupZ9nvRX&_nc_zt=14&_nc_ht=scontent.fkul8-2.fna&_nc_gid=046ZBXVYRLZzN-v7JGmjxA&oh=00_AfTwXsek5F_1P566Imc8Wxo41YtgxQQlUUjOGK500t3rVg&oe=687DB928|https://scontent.fkul8-2.fna.fbcdn.net/v/t39.35426-6/504083174_2262113607524756_5963922756107476177_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=QnJvgaCox24Q7kNvwEDaAai&_nc_oc=AdljBnK8Ee_rzrhmPPt5ZfCb-Lf3-vKRRGTJA04flpv2zQhwPAskrgy7fHdaVRR8WVF0j-aKYR3hsfmh0T10snbT&_nc_zt=14&_nc_ht=scontent.fkul8-2.fna&_nc_gid=046ZBXVYRLZzN-v7JGmjxA&oh=00_AfRAWwLYazz6lmPx1TNBaO4Z7-EyeypSgE9z-S2YWUxSqQ&oe=687DB3FB,,,91.8,{},{}
Loop,GLOBAL,2025-07-17T03:00:21.685742,"LOOP Mission
Sponsored
Your new summer obsession for 2025 🥵
This is hands down my favorite drink box for staying hydrated & energized all summer long.

🍋 Whole, fresh & upcycled fruits
🌍 Proudly made in Canada
🚚 Free shipping
💸 Only $69.99
🤝 Extra 10% off with a subscription
0:00 / 0:38
ONLY $69,99 💦
Make summer yours
Shop Now",2,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.35426-6/505121165_1717603942200239_5532363724738215133_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=ajQ7j7JHNswQ7kNvwFQEfdn&_nc_oc=Adm_vdUWQuYZr532VwLOysAQQ96N68zjPhHkbKf_i30lAVtF7N5lfKb1PY9O-mMu0GUO37Gl7nYlGObd5ppXRmtf&_nc_zt=14&_nc_ht=scontent.fkul8-2.fna&_nc_gid=046ZBXVYRLZzN-v7JGmjxA&oh=00_AfS4TA_A497zBfLZjBGbDRu8lYT-YWy297bp1tsIDHVB-w&oe=687DD8B2|https://video.fkul8-5.fna.fbcdn.net/v/t42.1790-2/506051327_1014850107341606_4050139928079244767_n.mp4?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=-XsJh9yawx4Q7kNvwGqZ6DS&_nc_oc=Adlm9x5yvPH-yJXGnNqADPCVfkUIYChNjjMgJGMw-ShVCuzE89UhjBnExMvp7-NkneMsv8_cXhe2vb1CI8AfMtxp&_nc_zt=28&_nc_ht=video.fkul8-5.fna&_nc_gid=046ZBXVYRLZzN-v7JGmjxA&oh=00_AfTeZCe78K9p-f_2_UpVLfZvD2clKDLc-L0xxUORHnjkXg&oe=687DE490,,,75.6,{},{}
Loop,GLOBAL,2025-07-17T03:00:21.753969,"LOOP Mission
Sponsored
20% off on everything! 🥵

Drinks that actually quench your thirst.
No fluff, no waste. Just real, good flavor. 🍓

Pssst… just saying, but they’re made with real strawberries from Quebec. 🥵

CODE: THIRSTY2025
Hydration in a bottle 💦
20% off on everything! 🥵
Shop Now",2,https://scontent.fkul8-5.fna.fbcdn.net/v/t39.35426-6/503828325_1018320863833246_2274584773361132118_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=L7IEoEfEOhsQ7kNvwH9gYOd&_nc_oc=Adl9p_zJF61vHzid8fibFYMB1Y9Mx-0UKBzGzEs_ukbIcd6Nvja_EQCPeRA734ksKX1gycKkD84mAEReR0FJhivT&_nc_zt=14&_nc_ht=scontent.fkul8-5.fna&_nc_gid=046ZBXVYRLZzN-v7JGmjxA&oh=00_AfQafUqAZyNfAlhz5al9i-1VvbHl532CGf9UI9KV4ljOkw&oe=687DDF50|https://scontent.fkul8-3.fna.fbcdn.net/v/t39.35426-6/504534008_1047710014132518_2143579118937709533_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=9O8CbyM1X6IQ7kNvwHgu26l&_nc_oc=AdlnI_tP7x52tm2U7vxnGVQK4hJ9uJz4j-N1EN9GtPSFNVqQISGLR8bH-a9cZ-uAugFe0AVQHfx5AQACnsSzeOqy&_nc_zt=14&_nc_ht=scontent.fkul8-3.fna&_nc_gid=046ZBXVYRLZzN-v7JGmjxA&oh=00_AfRjUQUov8EM2uhZFXnsPU29jyTvcKJDYeSXjrQPzyofzg&oe=687DE43C,,,67.6,{},{}
Loop,GLOBAL,2025-07-17T03:00:21.815397,"LOOP Mission
Sponsored
No need to be a wellness guru to give it a try. Our 1-day, 2-day, and 3-day Rainbow Juice Cleanses were designed to be simple, fun, and invigorating while fighting food waste.
Learn More",2,https://scontent.fkul8-2.fna.fbcdn.net/v/t39.35426-6/425848026_722352919963768_151144835505549743_n.jpg?stp=dst-jpg_s60x60_tt6&_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=hfq36wsHrsUQ7kNvwF1yCQn&_nc_oc=Adkwn0rXEG7NJKS2OQwwfsk0hCGC2PuDIlmHp4CnorpQA7qZ2IeMBaSeUwWPHIqyZC-i-V6xaUsLC2s6Ix54aWOn&_nc_zt=14&_nc_ht=scontent.fkul8-2.fna&_nc_gid=046ZBXVYRLZzN-v7JGmjxA&oh=00_AfT8h8f_0FAvuxdDe6wkmAWM0WayE4z6PF2MYMRbv2lifA&oe=687DCEA6|https://scontent.fkul8-4.fna.fbcdn.net/v/t39.35426-6/426044294_881662767073241_8986900600392153689_n.jpg?stp=dst-jpg_s600x600_tt6&_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=eSdYCcKbsbcQ7kNvwGAEI1e&_nc_oc=AdmxW-HOML-xejffMoZOOmS5nVVAddhn0cjO9QO5poPS4K2BAa4fHkCOkk7aGkAdUw4oXikHLf-Wm9K7srrpqlBm&_nc_zt=14&_nc_ht=scontent.fkul8-4.fna&_nc_gid=046ZBXVYRLZzN-v7JGmjxA&oh=00_AfT_7Lkfm0nftj8V-e0WpEd3XHTo6RxgOo5dh3A6ih9yZA&oe=687DBA1E,,,51.8,{},{}
